suburb,year,type,price
Theodore,2020,Single residential dwelling,"$772,500"
Theodore,2020,Single residential dwelling,"$750,000"
Theodore,2020,Single residential dwelling,"$750,000"
Theodore,2020,Single residential dwelling,"$735,000"
Theodore,2020,Single residential dwelling,"$725,000"
Theodore,2020,Single residential dwelling,"$717,000"
Theodore,2020,Single residential dwelling,"$715,000"
Theodore,2020,Single residential dwelling,"$707,000"
Theodore,2020,Single residential dwelling,"$705,000"
Theodore,2020,Single residential dwelling,"$700,000"
Theodore,2020,Multiple unit dwelling,"$695,000"
Theodore,2020,Single residential dwelling,"$692,000"
Theodore,2020,–,"$680,000"
Theodore,2020,Single residential dwelling,"$680,000"
Theodore,2020,Single residential dwelling,"$665,000"
Theodore,2020,Single residential dwelling,"$650,000"
Theodore,2020,Single residential dwelling,"$647,000"
Theodore,2020,Single residential dwelling,"$645,000"
Theodore,2020,Single residential dwelling,"$637,000"
Theodore,2020,Single residential dwelling,"$632,500"
Theodore,2020,Single residential dwelling,"$625,000"
Theodore,2020,Single residential dwelling,"$621,550"
Theodore,2020,Single residential dwelling,"$615,000"
Theodore,2020,Single residential dwelling,"$614,000"
Theodore,2020,Single residential dwelling,"$612,000"
Theodore,2020,Single residential dwelling,"$600,000"
Theodore,2020,Single residential dwelling,"$599,000"
Theodore,2020,Single residential dwelling,"$597,500"
Theodore,2020,Single residential dwelling,"$595,000"
Theodore,2020,–,"$592,500"
Theodore,2020,Single residential dwelling,"$580,000"
Theodore,2020,Single residential dwelling,"$570,000"
Theodore,2020,Single residential dwelling,"$564,000"
Theodore,2020,–,"$560,000"
Theodore,2020,Single residential dwelling,"$558,000"
Theodore,2020,Single residential dwelling,"$550,000"
Theodore,2020,Single residential dwelling,"$545,000"
Theodore,2020,Single residential dwelling,"$540,000"
Theodore,2020,Single residential dwelling,"$516,000"
Theodore,2020,Multiple unit dwelling,"$512,000"
Theodore,2020,–,"$488,000"
Theodore,2020,Medium density dwelling,"$486,000"
Theodore,2020,–,"$485,000"
Theodore,2020,Multiple unit dwelling,"$485,000"
Theodore,2020,Multiple unit dwelling,"$485,000"
Theodore,2020,Medium density dwelling,"$485,000"
Theodore,2020,Multiple unit dwelling,"$475,000"
Theodore,2020,Single residential dwelling,"$460,000"
Theodore,2020,Medium density dwelling,"$460,000"
Theodore,2020,Medium density dwelling,"$450,000"
Theodore,2020,Multiple unit dwelling,"$445,000"
Theodore,2020,–,"$445,000"
Theodore,2020,Medium density dwelling,"$445,000"
Theodore,2020,Multiple unit dwelling,"$430,000"
Theodore,2020,Multiple unit dwelling,"$427,000"
Theodore,2020,Multiple unit dwelling,"$422,500"
Theodore,2020,Multiple unit dwelling,"$410,000"
Theodore,2020,Single residential dwelling,"$380,000"
Theodore,2020,Single residential dwelling,"$300,000"
Theodore,2020,Single residential dwelling,$0
Theodore,2020,Single residential dwelling,$0
Theodore,2020,Single residential dwelling,$0
Theodore,2020,Multiple unit dwelling,$0
Theodore,2020,Medium density dwelling,$0
Torrens,2007,Single residential dwelling,"$905,000"
Torrens,2007,Single residential dwelling,"$823,000"
Torrens,2007,Single residential dwelling,"$800,000"
Torrens,2007,Single residential dwelling,"$790,000"
Torrens,2007,Single residential dwelling,"$770,000"
Torrens,2007,Single residential dwelling,"$720,000"
Torrens,2007,Single residential dwelling,"$705,000"
Torrens,2007,Single residential dwelling,"$690,000"
Torrens,2007,Single residential dwelling,"$688,000"
Torrens,2007,Single residential dwelling,"$680,000"
Torrens,2007,Single residential dwelling,"$661,000"
Torrens,2007,Single residential dwelling,"$615,000"
Torrens,2007,Single residential dwelling,"$615,000"
Torrens,2007,Single residential dwelling,"$608,000"
Torrens,2007,Single residential dwelling,"$592,000"
Torrens,2007,Single residential dwelling,"$575,000"
Torrens,2007,Single residential dwelling,"$568,250"
Torrens,2007,Single residential dwelling,"$565,000"
Torrens,2007,Single residential dwelling,"$529,000"
Torrens,2007,Multiple unit dwelling,"$525,000"
Torrens,2007,Single residential dwelling,"$520,000"
Torrens,2007,Single residential dwelling,"$520,000"
Torrens,2007,Single residential dwelling,"$519,500"
Torrens,2007,Single residential dwelling,"$495,000"
Torrens,2007,Single residential dwelling,"$485,000"
Torrens,2007,Single residential dwelling,"$480,000"
Torrens,2007,Single residential dwelling,"$466,000"
Torrens,2007,Single residential dwelling,"$465,000"
Torrens,2007,Single residential dwelling,"$459,000"
Torrens,2007,Single residential dwelling,"$455,000"
Torrens,2007,Single residential dwelling,"$450,000"
Torrens,2007,Single residential dwelling,"$435,000"
Torrens,2007,Single residential dwelling,"$435,000"
Torrens,2007,Single residential dwelling,"$431,000"
Torrens,2007,Single residential dwelling,"$415,000"
Torrens,2007,Single residential dwelling,"$415,000"
Torrens,2007,Single residential dwelling,"$409,052"
Torrens,2007,Single residential dwelling,"$398,000"
Torrens,2007,Single residential dwelling,"$391,000"
Torrens,2007,Single residential dwelling,"$390,000"
Torrens,2007,Single residential dwelling,"$380,000"
Torrens,2007,Multiple unit dwelling,"$362,500"
Torrens,2007,Multiple unit dwelling,"$295,000"
Torrens,2007,Single residential dwelling,"$225,000"
Torrens,2007,Single residential dwelling,"$225,000"
Torrens,2007,Single residential dwelling,"$200,000"
Torrens,2007,Multiple unit dwelling,"$6,800"
Torrens,2007,Single residential dwelling,$0
Torrens,2007,Single residential dwelling,$0
Torrens,2007,Place of worship,$0
Torrens,2007,Single residential dwelling,$0
Torrens,2007,Single residential dwelling...,$0
Torrens,2007,Single residential dwelling,$0
Torrens,2007,Retail,–
Torrens,2007,Single residential dwelling,–
Torrens,2007,Single residential dwelling,–
Torrens,2007,Single residential dwelling,–
Torrens,2007,Retail,–
Torrens,2007,Single residential dwelling,–
Torrens,2007,Single residential dwelling,–
Torrens,2007,Single residential dwelling,–
Torrens,2007,Single residential dwelling,–
Torrens,2020,Single residential dwelling,"$1,250,000"
Torrens,2020,Single residential dwelling,"$1,235,000"
Torrens,2020,–,"$1,220,000"
Torrens,2020,–,"$1,175,000"
Torrens,2020,–,"$1,140,000"
Torrens,2020,Single residential dwelling,"$1,130,000"
Torrens,2020,–,"$1,105,000"
Torrens,2020,Multiple unit dwelling,"$1,090,000"
Torrens,2020,–,"$1,090,000"
Torrens,2020,Single residential dwelling,"$1,080,000"
Torrens,2020,Single residential dwelling,"$1,080,000"
Torrens,2020,–,"$1,050,000"
Torrens,2020,Single residential dwelling,"$1,049,000"
Torrens,2020,Multiple unit dwelling,"$1,045,000"
Torrens,2020,Multiple unit dwelling,"$1,040,000"
Torrens,2020,Multiple unit dwelling,"$1,015,000"
Torrens,2020,–,"$1,015,000"
Torrens,2020,Single residential dwelling,"$1,000,000"
Torrens,2020,Single residential dwelling,"$997,000"
Torrens,2020,Single residential dwelling,"$992,500"
Torrens,2020,Single residential dwelling,"$980,000"
Torrens,2020,Single residential dwelling,"$972,000"
Torrens,2020,Single residential dwelling,"$965,000"
Torrens,2020,Single residential dwelling,"$950,000"
Torrens,2020,Single residential dwelling,"$921,500"
Torrens,2020,Single residential dwelling,"$920,000"
Torrens,2020,Single residential dwelling,"$917,000"
Torrens,2020,–,"$916,000"
Torrens,2020,Single residential dwelling,"$915,000"
Torrens,2020,Single residential dwelling,"$915,000"
Torrens,2020,–,"$900,000"
Torrens,2020,Single residential dwelling,"$898,000"
Torrens,2020,–,"$890,000"
Torrens,2020,Multiple unit dwelling,"$890,000"
Torrens,2020,Multiple unit dwelling,"$880,000"
Torrens,2020,Single residential dwelling,"$875,000"
Torrens,2020,–,"$869,000"
Torrens,2020,Multiple unit dwelling,"$860,000"
Torrens,2020,–,"$852,500"
Torrens,2020,Single residential dwelling,"$851,500"
Torrens,2020,Single residential dwelling,"$851,000"
Torrens,2020,Single residential dwelling,"$850,000"
Torrens,2020,–,"$850,000"
Torrens,2020,–,"$841,000"
Torrens,2020,–,"$840,000"
Torrens,2020,–,"$808,000"
Torrens,2020,Single residential dwelling,"$803,000"
Torrens,2020,–,"$792,000"
Torrens,2020,–,"$790,000"
Torrens,2020,–,"$790,000"
Torrens,2020,–,"$786,000"
Torrens,2020,–,"$781,250"
Torrens,2020,–,"$780,000"
Torrens,2020,–,"$780,000"
Torrens,2020,–,"$775,000"
Torrens,2020,–,"$770,000"
Torrens,2020,Single residential dwelling,"$760,000"
Torrens,2020,Single residential dwelling,"$750,000"
Torrens,2020,–,"$744,000"
Torrens,2020,–,"$742,500"
Torrens,2020,Single residential dwelling,"$740,000"
Torrens,2020,Single residential dwelling,"$740,000"
Torrens,2020,Single residential dwelling,"$735,000"
Torrens,2020,Single residential dwelling,"$720,000"
Torrens,2020,–,"$720,000"
Torrens,2020,Single residential dwelling,"$717,500"
Torrens,2020,Single residential dwelling,"$710,000"
Torrens,2020,Single residential dwelling,"$685,000"
Torrens,2020,Single residential dwelling,"$675,000"
Torrens,2020,Single residential dwelling,"$670,000"
Torrens,2020,Single residential dwelling,"$660,000"
Torrens,2020,Single residential dwelling,"$655,000"
Torrens,2020,Single residential dwelling,"$640,000"
Torrens,2020,Multiple unit dwelling,"$630,500"
Torrens,2020,Single residential dwelling,"$525,000"
Torrens,2020,Single residential dwelling,"$465,000"
Torrens,2020,Multiple unit dwelling,"$460,000"
Torrens,2020,Multiple unit dwelling,"$454,000"
Torrens,2020,Multiple unit dwelling,"$420,000"
Torrens,2020,–,"$315,000"
Torrens,2020,Multiple unit dwelling,"$315,000"
Torrens,2020,Multiple unit dwelling,"$270,000"
Torrens,2020,Single residential dwelling,"$16,600"
Torrens,2020,Single residential dwelling,$0
Torrens,2020,Single residential dwelling,$0
Torrens,2020,Single residential dwelling,$0
Torrens,2020,Single residential dwelling,$0
Torrens,2020,Single residential dwelling,$0
Torrens,2020,Single residential dwelling,$0
Torrens,2020,Multiple unit dwelling,$0
Torrens,2020,Multiple unit dwelling,$0
Torrens,2020,Single residential dwelling,$0
Turner,2007,"Office,professional suite","$10,650,000"
Turner,2007,Single residential dwelling,"$1,350,000"
Turner,2007,Single residential dwelling,"$1,073,000"
Turner,2007,Single residential dwelling,"$1,050,000"
Turner,2007,Single residential dwelling,"$1,000,000"
Turner,2007,Single residential dwelling,"$930,000"
Turner,2007,Multiple unit dwelling,"$920,000"
Turner,2007,Multiple unit dwelling,"$878,000"
Turner,2007,Single residential dwelling,"$872,500"
Turner,2007,Single residential dwelling,"$865,000"
Turner,2007,Multiple unit dwelling,"$860,000"
Turner,2007,Multiple unit dwelling,"$842,500"
Turner,2007,Single residential dwelling...,"$840,000"
Turner,2007,Single residential dwelling,"$835,000"
Turner,2007,Single residential dwelling,"$808,000"
Turner,2007,Multiple unit dwelling,"$800,000"
Turner,2007,Single residential dwelling,"$785,000"
Turner,2007,–,"$780,000"
Turner,2007,Single residential dwelling,"$780,000"
Turner,2007,Multiple unit dwelling,"$775,000"
Turner,2007,Multiple unit dwelling,"$769,000"
Turner,2007,Multiple unit dwelling,"$765,000"
Turner,2007,Single residential dwelling,"$760,000"
Turner,2007,Single residential dwelling,"$760,000"
Turner,2007,Single residential dwelling,"$755,000"
Turner,2007,Multiple unit dwelling,"$740,000"
Turner,2007,Multiple unit dwelling,"$740,000"
Turner,2007,Single residential dwelling,"$725,000"
Turner,2007,Single residential dwelling...,"$720,000"
Turner,2007,Single residential dwelling,"$715,000"
Turner,2007,Multiple unit dwelling,"$715,000"
Turner,2007,Multiple unit dwelling,"$712,500"
Turner,2007,Multiple unit dwelling,"$712,000"
Turner,2007,Multiple unit dwelling,"$710,000"
Turner,2007,Multiple unit dwelling,"$709,000"
Turner,2007,Single residential dwelling,"$700,000"
Turner,2007,Multiple unit dwelling,"$695,000"
Turner,2007,Multiple unit dwelling,"$689,000"
Turner,2007,Single residential dwelling,"$685,000"
Turner,2007,For residential purposes only,"$660,500"
Turner,2007,Multiple unit dwelling,"$660,000"
Turner,2007,Single residential dwelling,"$655,000"
Turner,2007,Single residential dwelling,"$652,000"
Turner,2007,Multiple unit dwelling,"$650,000"
Turner,2007,Multiple unit dwelling,"$649,000"
Turner,2007,Single residential dwelling,"$645,000"
Turner,2007,Multiple unit dwelling,"$645,000"
Turner,2007,–,"$645,000"
Turner,2007,Multiple unit dwelling,"$639,000"
Turner,2007,Multiple unit dwelling,"$622,500"
Turner,2007,–,"$622,500"
Turner,2007,Multiple unit dwelling,"$615,000"
Turner,2007,Multiple unit dwelling,"$615,000"
Turner,2007,Multiple unit dwelling,"$610,000"
Turner,2007,Multiple unit dwelling,"$599,000"
Turner,2007,Multiple unit dwelling,"$595,000"
Turner,2007,Multiple unit dwelling,"$595,000"
Turner,2007,Multiple unit dwelling,"$590,500"
Turner,2007,Multiple unit dwelling,"$580,000"
Turner,2007,Multiple unit dwelling,"$579,000"
Turner,2007,Multiple unit dwelling,"$570,000"
Turner,2007,Multiple unit dwelling,"$570,000"
Turner,2007,Multiple unit dwelling,"$569,000"
Turner,2007,Multiple unit dwelling,"$565,000"
Turner,2007,Multiple unit dwelling,"$563,000"
Turner,2007,Multiple unit dwelling,"$557,000"
Turner,2007,Multiple unit dwelling,"$555,000"
Turner,2007,Multiple unit dwelling,"$554,000"
Turner,2007,Multiple unit dwelling,"$540,000"
Turner,2007,Multiple unit dwelling,"$534,000"
Turner,2007,Multiple unit dwelling,"$529,000"
Turner,2007,Multiple unit dwelling,"$525,000"
Turner,2007,Multiple unit dwelling,"$525,000"
Turner,2007,Multiple unit dwelling,"$525,000"
Turner,2007,Multiple unit dwelling,"$520,000"
Turner,2007,Multiple unit dwelling,"$520,000"
Turner,2007,–,"$520,000"
Turner,2007,Multiple unit dwelling,"$514,950"
Turner,2007,Multiple unit dwelling,"$505,000"
Turner,2007,Multiple unit dwelling,"$505,000"
Turner,2007,–,"$499,000"
Turner,2007,Multiple unit dwelling,"$499,000"
Turner,2007,Multiple unit dwelling,"$490,000"
Turner,2007,Multiple unit dwelling,"$490,000"
Turner,2007,Multiple unit dwelling,"$485,000"
Turner,2007,Multiple unit dwelling,"$485,000"
Turner,2007,Multiple unit dwelling,"$480,000"
Turner,2007,Multiple unit dwelling,"$475,000"
Turner,2007,Multiple unit dwelling,"$470,000"
Turner,2007,Multiple unit dwelling,"$469,950"
Turner,2007,–,"$465,000"
Turner,2007,Multiple unit dwelling,"$465,000"
Turner,2007,Multiple unit dwelling,"$465,000"
Turner,2007,Multiple unit dwelling,"$465,000"
Turner,2007,Multiple unit dwelling,"$465,000"
Turner,2007,Multiple unit dwelling,"$462,000"
Turner,2007,Multiple unit dwelling,"$455,000"
Turner,2007,"Office,professional suite","$450,000"
Turner,2007,Multiple unit dwelling,"$450,000"
Turner,2007,Multiple unit dwelling,"$450,000"
Turner,2007,Multiple unit dwelling,"$450,000"
Turner,2007,Multiple unit dwelling,"$445,000"
Turner,2007,Multiple unit dwelling,"$442,000"
Turner,2007,Multiple unit dwelling,"$440,000"
Turner,2007,Multiple unit dwelling,"$440,000"
Turner,2007,–,"$439,000"
Turner,2007,Multiple unit dwelling,"$435,000"
Turner,2007,Multiple unit dwelling,"$435,000"
Turner,2007,Multiple unit dwelling,"$435,000"
Turner,2007,Multiple unit dwelling,"$435,000"
Turner,2007,Multiple unit dwelling,"$431,530"
Turner,2007,Multiple unit dwelling,"$430,000"
Turner,2007,Multiple unit dwelling,"$430,000"
Turner,2007,Multiple unit dwelling,"$425,000"
Turner,2007,Multiple unit dwelling,"$425,000"
Turner,2007,–,"$425,000"
Turner,2007,–,"$425,000"
Turner,2007,Multiple unit dwelling,"$425,000"
Turner,2007,Multiple unit dwelling,"$422,500"
Turner,2007,–,"$420,000"
Turner,2007,Multiple unit dwelling,"$420,000"
Turner,2007,–,"$420,000"
Turner,2007,Multiple unit dwelling,"$420,000"
Turner,2007,–,"$420,000"
Turner,2007,Multiple unit dwelling,"$420,000"
Turner,2007,–,"$420,000"
Turner,2007,Multiple unit dwelling,"$420,000"
Turner,2007,Multiple unit dwelling,"$418,171"
Turner,2007,Multiple unit dwelling,"$417,000"
Turner,2007,Multiple unit dwelling,"$415,500"
Turner,2007,Multiple unit dwelling,"$415,000"
Turner,2007,Multiple unit dwelling,"$415,000"
Turner,2007,–,"$415,000"
Turner,2007,Multiple unit dwelling,"$415,000"
Turner,2007,Multiple unit dwelling,"$415,000"
Turner,2007,Multiple unit dwelling,"$410,000"
Turner,2007,Multiple unit dwelling,"$410,000"
Turner,2007,Multiple unit dwelling,"$410,000"
Turner,2007,Multiple unit dwelling,"$410,000"
Turner,2007,–,"$409,000"
Turner,2007,Multiple unit dwelling,"$405,000"
Turner,2007,Multiple unit dwelling,"$405,000"
Turner,2007,Multiple unit dwelling,"$405,000"
Turner,2007,–,"$402,000"
Turner,2007,Multiple unit dwelling,"$402,000"
Turner,2007,Multiple unit dwelling,"$402,000"
Turner,2007,Multiple unit dwelling,"$400,000"
Turner,2007,Multiple unit dwelling,"$400,000"
Turner,2007,Multiple unit dwelling,"$400,000"
Turner,2007,Multiple unit dwelling,"$399,000"
Turner,2007,Multiple unit dwelling,"$395,000"
Turner,2007,Multiple unit dwelling,"$395,000"
Turner,2007,Multiple unit dwelling,"$395,000"
Turner,2007,Multiple unit dwelling,"$395,000"
Turner,2007,–,"$395,000"
Turner,2007,Multiple unit dwelling,"$395,000"
Turner,2007,Multiple unit dwelling,"$395,000"
Turner,2007,–,"$392,500"
Turner,2007,Multiple unit dwelling,"$392,500"
Turner,2007,Multiple unit dwelling,"$390,000"
Turner,2007,Multiple unit dwelling,"$390,000"
Turner,2007,Multiple unit dwelling,"$390,000"
Turner,2007,Multiple unit dwelling,"$390,000"
Turner,2007,Multiple unit dwelling,"$390,000"
Turner,2007,Multiple unit dwelling,"$390,000"
Turner,2007,Multiple unit dwelling,"$385,000"
Turner,2007,Multiple unit dwelling,"$385,000"
Turner,2007,Multiple unit dwelling,"$385,000"
Turner,2007,Multiple unit dwelling,"$385,000"
Turner,2007,–,"$385,000"
Turner,2007,Multiple unit dwelling,"$385,000"
Turner,2007,Multiple unit dwelling,"$385,000"
Turner,2007,Multiple unit dwelling,"$385,000"
Turner,2007,Multiple unit dwelling,"$385,000"
Turner,2007,Multiple unit dwelling,"$380,000"
Turner,2007,Multiple unit dwelling,"$380,000"
Turner,2007,Multiple unit dwelling,"$380,000"
Turner,2007,"Office,professional suite","$380,000"
Turner,2007,Multiple unit dwelling,"$380,000"
Turner,2007,Multiple unit dwelling,"$379,000"
Turner,2007,Multiple unit dwelling,"$378,000"
Turner,2007,Multiple unit dwelling,"$375,000"
Turner,2007,Multiple unit dwelling,"$375,000"
Turner,2007,Multiple unit dwelling,"$375,000"
Turner,2007,Multiple unit dwelling,"$375,000"
Turner,2007,Multiple unit dwelling,"$372,000"
Turner,2007,Multiple unit dwelling,"$370,000"
Turner,2007,Multiple unit dwelling,"$370,000"
Turner,2007,Multiple unit dwelling,"$370,000"
Turner,2007,Multiple unit dwelling,"$369,000"
Turner,2007,Multiple unit dwelling,"$369,000"
Turner,2007,Multiple unit dwelling,"$368,500"
Turner,2007,Multiple unit dwelling,"$366,000"
Turner,2007,Multiple unit dwelling,"$365,000"
Turner,2007,Multiple unit dwelling,"$365,000"
Turner,2007,Multiple unit dwelling,"$365,000"
Turner,2007,Multiple unit dwelling,"$361,000"
Turner,2007,–,"$361,000"
Turner,2007,Multiple unit dwelling,"$360,000"
Turner,2007,Multiple unit dwelling,"$360,000"
Turner,2007,–,"$360,000"
Turner,2007,Multiple unit dwelling,"$360,000"
Turner,2007,Multiple unit dwelling,"$360,000"
Turner,2007,Multiple unit dwelling,"$359,000"
Turner,2007,Multiple unit dwelling,"$359,000"
Turner,2007,Multiple unit dwelling,"$357,000"
Turner,2007,Multiple unit dwelling,"$356,000"
Turner,2007,–,"$355,000"
Turner,2007,Multiple unit dwelling,"$355,000"
Turner,2007,Multiple unit dwelling,"$355,000"
Turner,2007,Multiple unit dwelling,"$352,000"
Turner,2007,Multiple unit dwelling,"$351,500"
Turner,2007,Multiple unit dwelling,"$350,000"
Turner,2007,Multiple unit dwelling,"$350,000"
Turner,2007,–,"$350,000"
Turner,2007,–,"$350,000"
Turner,2007,Multiple unit dwelling,"$350,000"
Turner,2007,Multiple unit dwelling,"$350,000"
Turner,2007,Multiple unit dwelling,"$350,000"
Turner,2007,Multiple unit dwelling,"$349,000"
Turner,2007,–,"$348,000"
Turner,2007,Multiple unit dwelling,"$345,000"
Turner,2007,–,"$345,000"
Turner,2007,–,"$345,000"
Turner,2007,Multiple unit dwelling,"$345,000"
Turner,2007,Multiple unit dwelling,"$345,000"
Turner,2007,Multiple unit dwelling,"$343,000"
Turner,2007,–,"$340,000"
Turner,2007,Multiple unit dwelling,"$340,000"
Turner,2007,–,"$339,000"
Turner,2007,Multiple unit dwelling,"$339,000"
Turner,2007,Multiple unit dwelling,"$338,000"
Turner,2007,Multiple unit dwelling,"$336,000"
Turner,2007,Multiple unit dwelling,"$335,500"
Turner,2007,Multiple unit dwelling,"$335,000"
Turner,2007,Multiple unit dwelling,"$335,000"
Turner,2007,Multiple unit dwelling,"$335,000"
Turner,2007,–,"$335,000"
Turner,2007,Multiple unit dwelling,"$332,500"
Turner,2007,–,"$332,500"
Turner,2007,Multiple unit dwelling,"$330,000"
Turner,2007,Multiple unit dwelling,"$330,000"
Turner,2007,–,"$328,000"
Turner,2007,Multiple unit dwelling,"$326,000"
Turner,2007,Multiple unit dwelling,"$325,000"
Turner,2007,Multiple unit dwelling,"$325,000"
Turner,2007,Multiple unit dwelling,"$325,000"
Turner,2007,Multiple unit dwelling,"$325,000"
Turner,2007,Multiple unit dwelling,"$323,000"
Turner,2007,–,"$320,000"
Turner,2007,Multiple unit dwelling,"$320,000"
Turner,2007,Multiple unit dwelling,"$320,000"
Turner,2007,Multiple unit dwelling,"$318,000"
Turner,2007,–,"$318,000"
Turner,2007,Multiple unit dwelling,"$316,000"
Turner,2007,Multiple unit dwelling,"$315,000"
Turner,2007,Multiple unit dwelling,"$314,000"
Turner,2007,Multiple unit dwelling,"$312,000"
Turner,2007,–,"$312,000"
Turner,2007,Multiple unit dwelling,"$310,000"
Turner,2007,Multiple unit dwelling,"$310,000"
Turner,2007,–,"$310,000"
Turner,2007,Multiple unit dwelling,"$310,000"
Turner,2007,Multiple unit dwelling,"$305,000"
Turner,2007,"Office,professional suite","$305,000"
Turner,2007,Multiple unit dwelling,"$305,000"
Turner,2007,Multiple unit dwelling,"$300,000"
Turner,2007,Single residential dwelling,"$300,000"
Turner,2007,–,"$300,000"
Turner,2007,Multiple unit dwelling,"$300,000"
Turner,2007,Multiple unit dwelling,"$296,000"
Turner,2007,Multiple unit dwelling,"$290,000"
Turner,2007,–,"$290,000"
Turner,2007,–,"$285,000"
Turner,2007,Multiple unit dwelling,"$285,000"
Turner,2007,Multiple unit dwelling,"$285,000"
Turner,2007,Multiple unit dwelling,"$280,000"
Turner,2007,Multiple unit dwelling,"$265,000"
Turner,2007,Multiple unit dwelling,"$235,000"
Turner,2007,Multiple unit dwelling,"$125,000"
Turner,2007,Multiple unit dwelling,"$125,000"
Turner,2020,Residential,"$3,000,000"
Turner,2020,–,"$1,700,000"
Turner,2020,–,"$1,700,000"
Turner,2020,Single residential dwelling,"$1,650,000"
Turner,2020,–,"$1,620,000"
Turner,2020,–,"$1,600,000"
Turner,2020,Single residential dwelling,"$1,600,000"
Turner,2020,–,"$1,585,000"
Turner,2020,–,"$1,585,000"
Turner,2020,–,"$1,540,000"
Turner,2020,–,"$1,540,000"
Turner,2020,–,"$1,489,000"
Turner,2020,Multiple unit dwelling,"$1,480,000"
Turner,2020,Single residential dwelling,"$1,435,000"
Turner,2020,Multiple unit dwelling,"$1,340,000"
Turner,2020,–,"$1,282,000"
Turner,2020,–,"$1,235,000"
Turner,2020,Multiple unit dwelling,"$1,235,000"
Turner,2020,Single residential dwelling,"$1,230,000"
Turner,2020,–,"$1,180,000"
Turner,2020,Multiple unit dwelling,"$1,180,000"
Turner,2020,–,"$1,130,000"
Turner,2020,–,"$1,120,000"
Turner,2020,–,"$1,120,000"
Turner,2020,–,"$1,103,000"
Turner,2020,–,"$1,103,000"
Turner,2020,Multiple unit dwelling,"$1,100,000"
Turner,2020,–,"$1,100,000"
Turner,2020,Multiple unit dwelling,"$1,050,000"
Turner,2020,Multiple unit dwelling,"$1,000,000"
Turner,2020,–,"$959,000"
Turner,2020,Multiple unit dwelling,"$950,000"
Turner,2020,–,"$950,000"
Turner,2020,–,"$920,000"
Turner,2020,–,"$890,000"
Turner,2020,Multiple unit dwelling,"$885,000"
Turner,2020,Multiple unit dwelling,"$870,000"
Turner,2020,–,"$852,500"
Turner,2020,Multiple unit dwelling,"$852,500"
Turner,2020,Multiple unit dwelling,"$852,000"
Turner,2020,Multiple unit dwelling,"$840,000"
Turner,2020,Multiple unit dwelling,"$835,000"
Turner,2020,Multiple unit dwelling,"$832,000"
Turner,2020,Multiple unit dwelling,"$830,000"
Turner,2020,–,"$820,000"
Turner,2020,Multiple unit dwelling,"$820,000"
Turner,2020,–,"$820,000"
Turner,2020,Multiple unit dwelling,"$815,000"
Turner,2020,Multiple unit dwelling,"$775,000"
Turner,2020,–,"$745,000"
Turner,2020,Multiple unit dwelling,"$720,000"
Turner,2020,Multiple unit dwelling,"$710,000"
Turner,2020,–,"$710,000"
Turner,2020,–,"$698,000"
Turner,2020,Multiple unit dwelling,"$698,000"
Turner,2020,–,"$695,000"
Turner,2020,–,"$695,000"
Turner,2020,–,"$695,000"
Turner,2020,Multiple unit dwelling,"$610,000"
Turner,2020,–,"$610,000"
Turner,2020,–,"$596,340"
Turner,2020,–,"$595,000"
Turner,2020,–,"$575,000"
Turner,2020,–,"$569,900"
Turner,2020,Multiple unit dwelling,"$569,900"
Turner,2020,–,"$567,500"
Turner,2020,Multiple unit dwelling,"$565,500"
Turner,2020,–,"$565,500"
Turner,2020,–,"$565,000"
Turner,2020,Multiple unit dwelling,"$565,000"
Turner,2020,Multiple unit dwelling,"$560,000"
Turner,2020,–,"$560,000"
Turner,2020,Multiple unit dwelling,"$560,000"
Turner,2020,Multiple unit dwelling,"$555,000"
Turner,2020,–,"$555,000"
Turner,2020,–,"$555,000"
Turner,2020,Multiple unit dwelling,"$555,000"
Turner,2020,–,"$551,000"
Turner,2020,Multiple unit dwelling,"$550,000"
Turner,2020,–,"$543,000"
Turner,2020,Multiple unit dwelling,"$543,000"
Turner,2020,Multiple unit dwelling,"$540,000"
Turner,2020,Multiple unit dwelling,"$540,000"
Turner,2020,–,"$540,000"
Turner,2020,–,"$539,500"
Turner,2020,–,"$535,000"
Turner,2020,Multiple unit dwelling,"$535,000"
Turner,2020,–,"$530,000"
Turner,2020,Multiple unit dwelling,"$530,000"
Turner,2020,Multiple unit dwelling,"$525,000"
Turner,2020,Multiple unit dwelling,"$525,000"
Turner,2020,Multiple unit dwelling,"$525,000"
Turner,2020,Multiple unit dwelling,"$525,000"
Turner,2020,–,"$525,000"
Turner,2020,–,"$525,000"
Turner,2020,Multiple unit dwelling,"$525,000"
Turner,2020,–,"$525,000"
Turner,2020,Multiple unit dwelling,"$522,100"
Turner,2020,Multiple unit dwelling,"$521,100"
Turner,2020,Multiple unit dwelling,"$520,000"
Turner,2020,Multiple unit dwelling,"$520,000"
Turner,2020,Multiple unit dwelling,"$520,000"
Turner,2020,–,"$520,000"
Turner,2020,Multiple unit dwelling,"$520,000"
Turner,2020,–,"$518,000"
Turner,2020,–,"$518,000"
Turner,2020,Multiple unit dwelling,"$518,000"
Turner,2020,Multiple unit dwelling,"$518,000"
Turner,2020,Multiple unit dwelling,"$517,500"
Turner,2020,Multiple unit dwelling,"$512,500"
Turner,2020,–,"$512,500"
Turner,2020,–,"$510,000"
Turner,2020,Multiple unit dwelling,"$510,000"
Turner,2020,Multiple unit dwelling,"$510,000"
Turner,2020,Multiple unit dwelling,"$510,000"
